id,title,authors,genre,isbn,num_pages,publisher,publication_date,price
1392,The Way of All Fish,Martha Grimes,fiction,1476723958,352,Scribner,2014-01-07,47.25
1393,The Runaway Wife,Rowan Coleman,fiction,1476725233,408,Gallery Books,2013-11-12,49.25
1394,What We've Lost is Nothing,Rachel Louise Snyder,fiction,1476725179,320,Scribner,2014-01-21,16.0
1395,One Eager Bride to Go (The Wedding Ring #3),Pamela Burford,romance,nan,169,Radical Poodle Press,2016-12-05,14.75
1396,Resistant Islands: Okinawa Confronts Japan and the United States,"Norimatsu Satoko,Satoko Oka Norimatsu,Gavan McCormack",history,1442215623,297,Rowman & Littlefield Publishers,2012-07-20,10.25
1397,"Beautiful Inside and Out: Conquering Thyroid Disease with a Healthy, Happy, ""Thyroid Sexy"" Life","Gena Lee Nolin,Mary J. Shomon",unknown,1451687222,336,Atria Books,2013-10-08,46.25
1398,Your Baby's Best Shot: Why Vaccines Are Safe and Save Lives,"Stacy Mintzer Herlihy,E. Allison Hagood,Paul A. Offit",unknown,144221578X,220,Rowman & Littlefield Publishers,2012-08-09,29.5
1399,Simply Irresistible,bookworm1993,fantasy,nan,310,FanFiction.net,2012-10-21,47.75
1400,"Angel After Dark (After Dark, #1)",Kahlen Aymes,romance,1940745322,303,Telemachus Press,2014-01-16,18.5
1401,Sleeping Dogs,Tony Vanderwarker,unknown,1940857031,352,New Shelves Publishing Services,2014-02-04,11.75
1402,Leadership Jazz,Max DePree,unknown,0385420188,228,Currency,1992-05-01,26.25
1403,Nagash Unbroken,Mike Lee,fantasy,1844167917,416,Games Workshop,2010-03-30,48.0
1404,Samuel Adams: A Life,Ira Stoll,history,0743299124,352,Free Press,2009-11-03,33.5
1405,Slut,Saranna DeWylde,fiction,1502718685,300,Createspace Independent Publishing Platform,2014-10-04,16.75
1406,The Boy Knight: A Tale of the Crusades,G.A. Henty,fiction,0486448037,272,Dover Publications,2006-05-26,44.0
1407,Sun on the Water: The Brilliant Life and Tragic Death of Kirsty MacColl,"Jean MacColl,John Dalby,Fred Shortland,Jean Newlove",unknown,1844545490,358,John Blake,2008-04-01,42.25
1408,Hunkering,Maria Boonzaaijer,unknown,9463382542,272,Aspekt,2017-09-30,18.75
1409,Woodcraft and Camping,George Washington Sears,unknown,0486211452,128,Dover Publications,1963-06-01,38.5
1410,Pleasure and Purpose,Megan Hart,romance,1101131209,368,Berkley Books,2009-09-01,47.75
1411,Mo: The Talking Dog,Michelle  Booth,unknown,148182645X,228,Coo Farm Press,2013-05-13,46.25
1412,"Diary Three: Dawn, Sunny, Maggie, Amalia, and Ducky",Ann M. Martin,unknown,1480469165,684,Open Road Media Teen  Tween,2014-03-25,33.5
1413,Death in the Shape of a Young Girl: Women's Political Violence in the Red Army Faction,Patricia Melzer,history,1479864072,352,NYU Press,2015-05-12,20.5
1414,"Sherlock Holmes Volume 2 : Un scandale en Bohême, L’Homme à la lèvre tordue, La Ligue des rouquins et La Deuxième Tâche","Arthur Conan Doyle,Shotaro Ishinomori,Morihiko Ishikawa",unknown,2367680140,496,Isan Manga,2016-09-22,10.0
1415,The Secret Ingredient,Sally Bee,unknown,0007344066,146,HarperCollins Publishers,2010-01-01,10.75
1416,Treatment of Borderline Personality Disorder: A Guide to Evidence-Based Practice,Joel Paris,unknown,1593858345,260,The Guilford Press,2008-07-07,17.25
1417,"Cracking the AP Statistics Exam, 2010 Edition",The Princeton Review,unknown,0375429506,432,Random House Information Group,2009-01-06,11.25
1418,France in Centrafrique: From Bokassa and Operation Barracude to the Days of Eufor,Peter Baxter,history,1907677372,63,Helion & Company,2011-12-27,35.75
1419,"The Limits of Racial Domination: Plebeian Society in Colonial Mexico City, 1660-1720",R. Douglas Cope,history,029914044X,232,University of Wisconsin Press,1994-04-15,36.75
1420,Blood and Rust: Two Novels of the Cleveland Undead,S.A. Swiniarski,fantasy,0756404169,640,DAW,2007-03-06,15.25
1421,Lo que arraiga en el hueso,"Robertson Davies,Concha Cardenoso",fiction,8493659762,496,Libros del Asteroide,2008-01-01,36.75
1422,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling,fantasy,nan,305,Pottermore Limited,2015-10-08,49.5
1423,"Strangled by Silk (A Poppy Cove Mystery, #1)",Barbara Jean Coast,mystery,098819435X,274,Cozy Cat Press,2013-01-30,11.75
1424,"Hive (Species Intervention #6609, #4)",J.K. Accinni,fantasy,0988223678,184,Skinny Leopard Media,2012-12-29,47.5
1425,Late for Tea at the Deer Palace: The Lost Dreams of My Iraqi Family,Tamara Chalabi,history,0061240397,448,Harper,2011-01-18,41.75
1426,The Jacksonian Era,Robert V. Remini,history,088295931X,150,Harlan Davidson,1996-12-17,47.75
1427,A View To A Death In The Morning: Hunting And Nature Through History,Matt Cartmill,history,067493735X,331,Harvard University Press,1993-05-01,41.75
1428,Mary Berry's Cookery Course,Mary Berry,unknown,1409367959,352,Dorling Kindersley Publishers Ltd,2013-05-30,17.25
1429,"Gemina (The Illuminae Files, #2)","Amie Kaufman,Jay Kristoff,Carla Corvo,MacLeod Andrews,Steve  West",romance,1101916672,13,Listening Library,2016-10-18,8.5
1430,Jacks and Jokers,Matthew Condon,history,0702249963,388,University of Queensland Press,2014-03-26,31.5
1431,Unimagined: A Muslim Boy Meets the West,Imran Ahmad,fiction,1845132289,288,Aurum Press,2008-10-01,11.25
1432,Starter for Ten: A Novel,David Nicholls,fiction,0307491323,352,Villard,2008-12-18,21.75
1433,The Sexual Contract,Carole Pateman,history,0804714770,276,Stanford University Press,1988-08-01,37.5
1434,"The Water God's Temple Of The Guangsheng Monastery: Cosmic Function Of Art, Ritual And Theater",Anning Jing,unknown,9004119256,294,Brill Academic Publishers,2001-11-30,37.5
1435,"Wish Upon A Star (How I Survived Middle School, #11)",Nancy E. Krulik,fiction,0545132703,112,Scholastic Paperbacks,2009-12-01,28.75
1436,"Wish (Wish, #1)",Alexandra Bullen,fantasy,0545139058,336,Point,2010-04-01,6.0
1437,Willowood,Cecilia Galante,fiction,1416980229,272,Aladdin,2010-03-09,13.75
1438,Business Mensch: Timeless Wisdom for Today's Entrepreneur,Noah Alper,unknown,0984072241,167,Wolfeboro Press,2009-09-01,11.75
1439,Dewey's Nine Lives: The Legacy of the Small-Town Library Cat Who Inspired Millions,Vicki Myron,fiction,1410428753,487,Thorndike Press,2010-10-15,15.5
1440,Evading the Nazis: The Story of a Hidden Child in Normandy,Leo Michel Abrami,unknown,1432734296,207,Outskirts Press,2009-01-26,14.75
1441,The Homerun Kid,Carole Ridling,unknown,1456749986,24,Authorhouse,2011-05-04,16.0
1442,Wisdom's Kiss,Catherine Gilbert Murdock,fantasy,0547855400,320,HMH Books for Young Readers,2013-01-15,46.0
1443,Three Islands,"Micah Ling,David McNamara",unknown,1934513180,96,Sunnyoutside,2009-09-10,16.5
1444,"I denna stilla natt (Anders Knutas, #2)",Mari Jungstedt,mystery,9100108278,337,Bonnier Pocket,2005-07-29,24.25
1445,The Righteous,Michael  Wallace,mystery,nan,338,Thomas & Mercer,2012-02-21,44.0
1446,Un Gato en el Palomar,"Agatha Christie,Francisco Abril",mystery,8478713425,309,Rba Libros,2005-10-01,24.25
1447,"Love and Rockets, Vol. 8: Blood of Palomar","Gilbert Hernandez,Jaime Hernandez",fiction,1560970057,117,Fantagraphics Books,1989-05-29,21.5
1448,The Great Mutiny: India 1857,Christopher Hibbert,history,0140047522,480,Penguin,1980-03-27,43.75
1449,"Cowboy Boots for Christmas: Cowboy Not Included (Burnt Boot, Texas, #1)",Carolyn Brown,romance,1402296053,352,Sourcebooks Casablanca,2014-10-07,49.25
1450,"The Gift - Kekuatan Cinta Sang Bajak Laut (Crown's Spies, #3)",Julie Garwood,romance,nan,504,Dastanbooks,2012-01-11,22.75
1451,Mary Poppins,"P.L. Travers,Mary Shepard",fantasy,0152525955,202,Harcourt Childrens Books,1997-09-15,10.25
1452,Hold Me in Contempt: A Romance,Wendy  Williams,romance,0062268430,336,William Morrow Paperbacks,2014-04-15,13.0
1453,Make Today Count: The Secret of Your Success Is Determined by Your Daily Agenda,John C. Maxwell,unknown,1599950812,160,Center Street,2008-06-11,31.75
1454,"The Heart of Brody McQuade (The Silver Star of Texas: Cantara Hills Investigation, #1)",Mallory Kane,romance,0373888430,281,Harlequin Books,2008-06-01,32.25
1455,Nuclear Farm,Charles C.  Anderson,fiction,1478722118,302,Outskirts Press,2014-01-27,19.75
1456,"Destructive Justice: A Lost Boy, a Broken System and the Small Light of Hope",Nicholas Frank,unknown,1478722576,294,Outskirts Press,2014-01-24,48.0
1457,Words for House Story,JoAnn Balingit,unknown,1625490283,80,Wordtech Communications,2013-05-17,49.5
1458,"Laces and Lace (Assassins, #6)",Toni Aleo,romance,nan,410,Toni Aleo,2014-11-07,5.25
1459,How to Rock Braces and Glasses,Meg Haston,romance,0316068241,352,Poppy,2012-09-04,36.75
1460,Le secret de la dame en rouge,Beatrice Bottet,unknown,nan,405,Scrineo,2017-04-20,38.25
1461,I'm Buffy and You're History: Buffy the Vampire Slayer and Contemporary Feminism,Patricia Pender,unknown,1780767463,256,I. B. Tauris & Company,2016-08-15,34.0
1462,Asking for It (The Stewart Falls Cheerleaders #2),Shannon Kennedy,unknown,162694024X,288,Black Opal Books,2013-05-27,46.25
1463,"Forever with You (Wait for You, #5)","J. Lynn,Jennifer L. Armentrout",romance,0062362763,370,Avon,2015-09-29,45.75
1464,The Moonstone,Wilkie Collins,mystery,1847494226,512,Alma Classics,2015-06-15,36.25
1465,Better Living Through Plastic Explosives,Zsuzsi Gartner,fiction,0670066923,224,Pintail,2012-11-27,17.5
1466,The Island of Last Truth,Flavia Company,fiction,1609450817,144,Europa Editions,2012-10-30,8.0
1467,Lazarus is Dead,Richard Beard,fiction,1609450809,272,Europa Editions,2012-09-25,44.25
1468,The Thursday Night Men,Tonino Benacquista,fiction,1609450795,240,Europa Editions,2012-09-25,49.75
1469,"Diary One: Dawn, Sunny, Maggie, Amalia, and Ducky",Ann M. Martin,unknown,1480469149,800,Open Road Media Teen  Tween,2014-03-25,13.0
1470,Der Circle,Dave Eggers,fiction,3462048546,560,KiWi-Taschenbuch,2015-10-08,36.75
1471,Desolation of the Chimera,"Luis Cernuda,Stephen Kessler",unknown,1935210009,208,White Pine Press,2009-06-01,7.5
1472,"Sailing toward Destiny (Bonners Fairy, #4)",Elizabeth A. Patterson,unknown,nan,217,iUniverse,2013-01-28,36.75
1473,君のいる町 25 [Kimi no Iru Machi 25],"Kouji Seo,Lai Wei Gong Zhi",unknown,4063949656,192,Jiang Tan She  [Kodansha],2013-11-15,10.5
1474,"Sol, Piedra y Sombras: Veinte Cuentistas Mexicanos de la Primera Mitad del Siglo XX","Jorge F. Hernandez,Octavio Paz,Carlos Fuentes,Salvador Elizondo,Francisco Tario,Juan de la Cabada,Jose Revueltas,Francisco Rojas Gonzalez,Elena Garro,Alfonso Reyes,Juan Rulfo,Martin Luis Guzman,Edmundo Valades,Ines Arredondo,Rosario Castellanos,Efren Hernandez,Jorge Ibarguengoitia,Juan Jose Arreola,Juan Garcia Ponce,Sergio Pitol,Jose Emilio Pacheco",fiction,968168592X,240,Fondo de Cultura Economica,2008-06-01,9.5
1475,The Belly of the Atlantic,"Fatou Diome,Ros Schwartz,Lulu Norman",fiction,1852429038,192,Serpent's Tail,2008-09-01,28.75
1476,Swords Against Death,Fritz Leiber,fantasy,nan,251,E-Reads,2010-07-01,32.0
1477,"Mergers, Acquisitions, and Corporate Restructurings",Patrick Gaughan,unknown,0470561963,655,John Wiley & Sons,2014-12-08,9.25
1478,Stupidity and Tears: Teaching and Learning in Troubled Times,Herbert R. Kohl,unknown,1565848519,320,The New Press,2004-01-29,46.25
1479,Cheating Death,Jen Naumann,romance,0988390205,370,Jennifer Naumann,2013-04-09,47.75
1480,The Hidden Princess (Hidden Among Us #2),Katy Moran,fantasy,1406324221,320,Walker,2014-06-05,8.25
1481,Demolidor: Revelado,Brian Michael Bendis,unknown,8583681104,354,Panini,2015-07-01,7.0
1482,36 Children,Herbert R. Kohl,unknown,0452264634,224,Plume,1988-09-01,24.5
1483,In The Times Of Love And Longing,Amrita Pritam,unknown,8121613701,208,Hind Pocket Books,2010-03-30,27.5
1484,First Contact Imminent,"Joe Jablonski,Barry Rosenburg,A.J. French,Larry Lefkowitz,C.B. Droege,Earl T. Roske,Dorothy Davies,Erick William Mertz,Raplh Greco,J.S. Reinhardt,Roselyn Silverman,Frank Roger,Vincent Morgan,N.E. White,Arthur Carey,Steven Gepp,Val Muller,Dave Fragments,Tony  Thorne",unknown,1466410663,238,Createspace Independent Publishing Platform,2011-11-08,42.5
1485,Intangible (La llave de su destino #4),Susana Mohel,unknown,1519318022,489,Createspace Independent Publishing Platform,2015-11-16,37.25
1486,"The Candy Shop War (The Candy Shop War, #1)",Brandon Mull,fantasy,159038783X,404,Shadow Mountain,2007-09-11,21.0
1487,Keine Zeit für Arschlöcher,Horst Lichter,unknown,3833857633,176,Grafe und Unzer,2016-10-08,32.0
1488,Her Small-Town Sheriff,Lissa Manley,romance,0373816227,288,Love Inspired,2012-04-17,6.25
1489,Habitually Chic: Creativity at Work,Heather  Clawson,unknown,1576876071,256,powerHouse Books,2012-10-30,7.25
1490,Birth of a Dancing Star,asecretchord,romance,nan,404,AO3,2013-06-26,28.0
1491,The Marine Next Door (The Precinct: Task Force #1; The Precinct #17),Julie Miller,romance,0373746717,288,Harlequin,2012-05-01,34.25
1492,Η κλέφτρα των βιβλίων,"Markus Zusak,Kostia Kontoleon",fiction,9604533940,616,Psukhogios,2008-10-23,31.5
1493,"Private Security (The Delancey Dynasty, #4)",Mallory Kane,romance,0373746725,288,Harlequin,2012-05-01,31.75
1494,Hard Man: Hard Game,Larry Lloyd,unknown,1844545334,272,John Blake,2008-03-01,49.5
1495,"King of Snowflakes (West Coast Boys, #1)",Michele Fogal,romance,1627989609,200,Dreamspinner Press,2014-09-26,48.25
1496,Dog Blue,Polly Dunbar,fiction,0763624764,40,Candlewick,2004-07-22,35.25
1497,Why is Blue Dog Blue?: A Tale of Colors,"George Rodrigue,Bruce Goldstone",unknown,1584791624,40,Harry N. Abrams,2002-03-01,29.75
1498,Blue Dog Love,"George Rodrigue,Wendy Rodrigue",unknown,0810982390,112,Harry N. Abrams,2004-02-01,49.5
1499,Becoming a Media Mentor: A Guide for Working with Children and Families,"Claudia Haines,Cen Campbell",unknown,0838914705,176,ALA Editions,2016-07-29,9.75
1500,The Runaway,"Cheryl Headford / Nephy Hart,Nephy Hart",mystery,nan,290,Nephylim/Flying With Red Haircrow,2012-09-12,12.25
1501,"Ripped (Boys of Summer, #1)",Mia Downing,romance,nan,100,The Wild Rose Press,2012-08-31,22.75
1502,A Shropshire Lad,A.E. Housman,fiction,0486264688,64,Dover Publications,1990-07-01,30.5
1503,"The Doctor and the Dead Man's Chest (Dr. Fenimore, #3)",Robin Hathaway,mystery,0312269560,352,Minotaur Books,2001-11-10,23.75
1504,"The Doctor Digs a Grave (Dr. Fenimore, #1)",Robin Hathaway,mystery,0312967039,256,St. Martin's Dead Letter,1999-04-15,15.0
1505,The Great Urge Downward,Gordon Merrick,fiction,0380889714,432,Avon Books,1984-09-01,11.25
1506,"The Spice Necklace: My Adventures in Caribbean Cooking, Eating, and Island Life",Ann Vanderhoof,fiction,0547423160,480,Mariner Books,2011-02-07,26.0
1507,How to Have a Big Wedding on a Small Budget: Cut Your Wedding Costs by Half--Or More!,Diane Warner,unknown,1558704485,128,Betterway Books,1997-03-01,33.75
1508,"Cut from the Same Cloth: American Women of Myth, Legend, and Tall Tale","Robert D. San Souci,Jane Yolen,Brian Pinkney",fantasy,0698118111,160,Puffin Books,2000-02-01,44.0
1509,Twilight of Love: Travels with Turgenev,Robert Dessaix,history,1593760639,208,Counterpoint,2005-07-07,47.0
1510,"The Doctor Dines in Prague (Dr. Fenimore, #4)",Robin Hathaway,mystery,0312290365,192,Minotaur Books,2003-11-12,46.0
1511,From Nature to Creation: A Christian Vision for Understanding and Loving Our World,Norman Wirzba,science,080109593X,176,Baker Academic,2015-10-01,47.25
1512,"The Doctor Makes a Dollhouse Call (Dr. Fenimore, #2)",Robin Hathaway,mystery,0312974930,288,Minotaur Books,2000-12-15,37.25
1513,"The Doctor Rocks the Boat (Dr. Fenimore Mysteries, #5)",Robin Hathaway,mystery,0312349939,224,Minotaur Books,2006-06-27,47.5
1514,"Trading in the Zone: Master the Market with Confidence, Discipline, and a Winning Attitude","Mark Douglas,Thom Hartle",unknown,0735201447,240,Prentice Hall Press,2001-01-01,19.5
1515,Ancient Rage,Mary Lee Wile,unknown,0943914701,144,Larson Publications,1995-06-07,11.25
1516,"A Fire Upon The Deep (Zones of Thought, #1)",Vernor Vinge,fiction,1429981989,624,Tor Science Fiction,2010-04-01,25.25
1517,Sweet Damage,Rebecca  James,romance,0571255299,400,Faber  Faber,2014-03-06,20.25
1518,"Bound with Love (Regency Reimagined, #2)",Megan Mulry,romance,1626492638,136,Riptide Publishing,2015-06-08,17.25
1519,A Week in the Zone: A Quick Course in the Healthiest Diet for You,"Barry Sears,Deborah Kotz",fiction,0060741902,192,William Morrow Paperbacks,2004-06-29,6.75
1520,"Zone Meals in Seconds: 150 Fast and Delicious Recipes for Breakfast, Lunch, and Dinner","Barry Sears,Lynne Spears,Lynne Sears,Lynn Sears",unknown,0060989211,416,William Morrow Paperbacks,2004-12-28,39.25
1521,Poinciana,Phyllis A. Whitney,mystery,1504043898,350,Open Road Media Romance,2017-07-04,19.5
1522,"Scary Dead Things (The Tome of Bill, #2)",Rick Gualtieri,fantasy,nan,312,Wayman Publishing,2012-11-30,23.25
1523,"Undressed (Woodlands, #1.5)",Jen Frederick,romance,nan,95,Jen Frederick,2014-07-25,28.5
1524,Beneficiaries of Deceit,Christopher Hallowell,fiction,0692756671,260,Christopher Hallowell,2016-08-23,23.5
1525,The Other Man,R.K. Lilley,romance,nan,229,R.K. Lilley LLC,2015-05-25,46.0
1526,Bound by Discretion (Owned #8),Jana Downs,unknown,nan,128,"Siren-Bookstrand, Inc.",2014-04-12,15.0
1527,An Epic Swindle: 44 Months with a Pair of Cowboys,Brian Reade,history,0857385992,320,Quercus,2011-09-01,19.75
1528,Sur le divan,Lizi Cascile,romance,nan,254,Passion Editions,2016-02-10,38.25
1529,Kids Cook French: Les enfants cuisinent a la francaise,"Claudine Pepin,Jacques Pepin",unknown,159253953X,96,Quarry Books,2015-03-01,33.0
1530,"Global Meatballs: Around the World in 100+ Boundary-Breaking Recipes, From Beef to Bean and All Delicious Things in Between",Adeline Myers,unknown,1592539548,176,Quarry Books,2015-01-15,21.5
1531,Tom Clancy's Rainbow Six,Prima Publishing,fiction,0761523308,136,Prima Games,1999-12-01,43.0
1532,"Squirm, Earthworm, Squirm!",Dana Meachen Rau,unknown,0761426507,23,Cavendish Square Publishing,2007-09-01,36.75
1533,"Enslaved (The Life of Anna, #1)",Marissa Honeycutt,romance,1508662711,186,Createspace Independent Publishing Platform,2015-03-19,25.5
1534,Reverting to a Wild State,Justin Torres,fiction,nan,7,newyorker.com,2011-08-01,47.75
1535,Baby Touch Your Nose,Dawn Sirett,unknown,1465450718,14,DK Children,2016-06-07,20.25
1536,Merchants of Men: How Jihadists and ISIS Turned Kidnapping and Refugee Trafficking into a Multi-Billion Dollar Business,Loretta Napoleoni,unknown,160980709X,240,Seven Stories Press,2016-08-30,29.25
1537,DK Readers L1: Jungle Animals,DK Publishing,unknown,1465449620,24,DK Children,2016-05-17,9.5
1538,My Book by Me,Dana Meachen Rau,unknown,0516270826,32,Children's Press(CT),2001-03-01,11.0
1539,National Wildlife Federation's World of Birds: A Beginner's Guide,"Kim Kurki,National Wildlife Federation",science,1579129692,80,Black Dog & Leventhal,2014-06-03,25.0
1540,The Book of the Courtier,"Baldassarre Castiglione,Leonard Eckstein Opdycke",fiction,0486427021,470,Dover Publications,2003-05-02,39.5
1541,Wild About Bears,Jeannie Brett,science,1580894186,32,Charlesbridge,2014-03-11,8.0
1542,"The White House Is Burning: August 24, 1814",Jane Sutcliffe,history,1580896561,128,Charlesbridge,2014-08-05,8.5
1543,Saving Faithless Creek,Andrew  Grey,romance,1634760905,220,Dreamspinner Press,2015-06-15,34.25
1544,No Questions Asked: The Secret Life of Women in the Mob,Clare Longrigg,history,1401351859,288,Miramax Books,2004-07-14,18.5
1545,Bound to Fall,Jaime Samms,romance,1634762193,350,Dreamspinner Press,2015-06-26,46.75
1546,"Intaglio: Dragons All The Way Down (Intaglio, #2)",Danika Stone,romance,1480239976,286,Createspace Independent Publishing Platform,2012-10-01,25.0
1547,New Generation Firstborn: Suki,Preston Patterson,unknown,1625101031,424,Tate Publishing & Enterprises,2013-09-10,30.75
1548,The Legend of Zelda: A Link Between Worlds Collector's Edition: Prima Official Game Guide,"Stephen Stratton,Cory Van Grier",unknown,0804162727,320,Prima Games,2013-11-22,24.0
1549,How to Be a Writer: Secrets from the Inside,Stewart Ferris,unknown,1849533458,256,Summersdale,2013-10-01,45.0
1550,The Chase,saltandbyrne,romance,nan,31,AO3,2013-06-23,22.5
1551,Grow Your Own Drugs: A Year with James Wong,James Wong,science,0007345305,224,Collins,2010-04-01,25.0
1552,Beastly Fury: The Strange Birth Of British Football,Richard  Sanders,history,0593059700,320,Bantam Press,2009-06-04,11.25
1553,Hanging Loose,Lou Harper,romance,nan,116,Loose Id LLC,2011-06-07,27.25
1554,If Our Love Were a Book - This Is How It Would Look,"Lisa Swerling,Ralph Lazar",unknown,1849533377,80,Summersdale,2014-02-01,26.75
1555,Zach King: My Magical Life,Zach King,unknown,0062677187,208,HarperCollins,2017-09-26,7.5
1556,London Boulevard,Ken Bruen,mystery,1848270887,288,Transworld Ireland,2010-11-25,21.25
1557,Seconds to Snap: One Explosive Day. A Family Destroyed. My Descent into Anorexia.,Tina McGuff,fiction,1784183822,288,John Blake,2015-09-15,42.5
1558,Horsefeathers and Other Curious Words,"Charles Earle Funk,Charles Earle Funk Jr.",history,0060913525,240,Harper Perennial,1986-10-01,24.75
1559,Shadow Within a City,"F. Kenneth Taylor,K.G. Bethlehem",unknown,1490540806,258,CreateSpace Independent Publishing Platform,2013-06-25,32.75
1560,Journey to Zelindar,Diana Rivers,fiction,1555833055,293,Alyson Books,2000-04-28,37.5
1561,"The Three Emperors (Ethan Gage, #7)",William  Dietrich,fiction,0062194100,373,Harper,2014-05-06,5.0
1562,Lost Girls: An Unsolved American Mystery,Robert Kolker,mystery,0062183656,416,Harper Perennial,2014-05-06,24.0
1563,"Dark Matter (Star Carrier, #5)",Ian Douglas,fiction,0062183990,384,Harper Voyager,2014-05-27,41.75
1564,Before We Met,Lucie Whitehouse,mystery,1408847167,256,Bloomsbury,2014-01-16,37.5
1565,Second Watch: A J. P. Beaumont Novel,J.A. Jance,mystery,006213468X,464,Harper,2014-04-29,39.0
1566,Bruges-la-Morte and The Death-Throes of Towns,"Georges Rodenbach,Alan Hollinghurst",fiction,1903517826,165,Dedalus,2015-02-25,26.0
1567,Prey By The Ganges,Hemant Kumar,unknown,8183281869,387,Wisdom Tree,2011-05-01,17.0
1568,"All American: Two Young Men, the 2001 Army-Navy Game and the War They Fought in Iraq",Steve Eubanks,unknown,0062202812,320,William Morrow Paperbacks,2014-10-28,30.5
1569,Thankful (Return to Sugarcreek #2),Shelley Shepard Gray,romance,0062204475,231,Avon Inspire,2014-05-06,7.75
1570,The Crystal Run,Sheila O'Flanagan,unknown,nan,318,Hodder Children's Books,2016-05-19,36.25
1571,"A Forever Kind of Guy (Men of Silver, #4)",Lynn Stark,romance,nan,199,"Siren-BookStrand, Inc.",2015-02-19,10.0
1572,A Cake to Bake,"Apple Jordan,Fabio Laguna,Andrea Cagol",fiction,0736481907,24,Random House Disney,2016-08-23,8.5
1573,Dancing with Bulls,Alan Cook,unknown,nan,50,Createspace,2013-02-11,33.25
1574,"35,000+ Baby Names",Bruce Lansky,unknown,0671519751,272,Meadowbrook Press,1995-05-30,22.25
1575,The Secret Chicken Society,"Judy Cox,Amanda Haley",fiction,0823423727,96,Holiday House,2012-04-01,24.0
1576,Baby Names Around the World,Bruce Lansky,unknown,0671316583,394,Meadowbrook,1999-05-01,41.75
1577,"60,000+ Baby Names",Bruce Lansky,unknown,0684047020,870,Meadowbrook Press,2006-11-28,49.5
1578,Τα εγκλήματα του έρωτα,"Marquis de Sade,Tina Tsiatsika",fiction,nan,327,Printa,2009-01-01,39.0
1579,Les Quatre,Agatha Christie,fiction,2702421938,188,Le Livre de Poche,1992-11-01,22.25
1580,Moomin and the Moonlight Adventure,Tove Jansson,fiction,014133519X,32,Puffin,2011-04-26,25.75
1581,Herbst im Holunderweg,"Martina Baumbach,Verena Korting",unknown,nan,128,Gabriel,2015-08-10,13.25
1582,The Cryptic Lines,Richard  Storry,mystery,150848841X,136,CreateSpace,2015-03-03,27.5
1583,Northwest Smith,C.L. Moore,fantasy,0441586139,297,Ace,1982-10-01,14.75
1584,Turtles,Laura F. Marsh,science,1426322941,32,National Geographic Children's Books,2016-01-12,35.75
1585,Candy Cane Murder,"Joanne Fluke,Leslie Meier,Laura Levine",mystery,1496705300,400,Kensington,2015-10-27,48.25
1586,Kenya's Art,"Linda Trice,Hazel Mitchell",fiction,1570918481,32,Charlesbridge,2016-01-12,29.5
1587,Divine Bloodlines,Christina Surretsky,fantasy,1502879379,239,Christina Surretsky,2014-12-15,23.5
1588,Painting from the Source: Awakening the Artist's Soul in Everyone,"Aviva Gold,Elena Oumano",unknown,0060952725,222,Harper Perennial,1998-09-09,22.25
1589,Then Comes Baby,Helen Brenna,romance,0373716060,251,Harlequin,2009-12-01,26.75
1590,"Be My Valentine (Holiday Boys Series, #2)",tebtosca,unknown,nan,3,AO3,2013-02-04,48.75
1591,Racing for the Sun,Amy Lane,romance,162380647X,260,Dreamspinner Press,2013-04-26,24.5
1592,50 einmalige Orte zum Wandern: Die besten Wanderrouten zwischen Schweiz und Patagonien,Chris Santella,unknown,nan,224,National Geographic,2016-03-17,31.0
1593,"Holiday Affair (At Full Tilt, #2)",Isabel Raven,unknown,nan,45,Totally Bound Publishing,2016-05-10,26.25
1594,Little Ravens,Frank Bardessono,unknown,1493645838,338,Createspace,2014-03-01,31.25
1595,Ugandan Society Observed,Kevin     O'Connor,unknown,9970637134,276,Fountain Publishers,2008-01-30,8.75
1596,"More than Meets the Ink (Bowen, #1)","Elle Aycart,Carl Michaels",romance,nan,9,Elle Aycart Productions,2015-03-13,32.0
1597,Screwtape 20/20: The Gates of Hell,Ken Zulkosky,unknown,151272078X,264,WestBow Press,2015-11-24,9.75
1598,"The Long, Long Life of Trees",Fiona Stafford,history,0300207336,296,Yale University Press,2016-08-16,26.25
1599,Nancy Clark's Sports Nutrition Guidebook,Nancy Clark,science,0736074155,461,Human Kinetics Publishers,2008-04-01,30.25
1600,Death by Chick Lit,Lynn Harris,mystery,0425215245,256,Berkley Trade,2007-06-05,33.25
1601,June Bug (Murder-by-Month Mystery #2),Jess Lourey,mystery,0738709123,229,Midnight Ink,2007-03-08,21.5
1602,Wickett's Remedy,Myla Goldberg,fiction,1400078121,370,Anchor Books,2006-10-10,44.5
1603,Shit Happens,Eileen Wharton,mystery,nan,274,Byker Books,2012-06-06,8.75
1604,Estasi eterna (Demonica #4),"Larissa Ione,Laura Liucci",romance,8865081724,423,Leggereditore,2012-06-21,19.25
1605,Lead Us Not,Kate McMurray,romance,nan,40,M/M Romance Group @ Goodreads,2012-06-12,49.75
1606,"The Four Dimensions of Philosophy: Metaphysical, Moral, Objective, Categorical",Mortimer J. Adler,unknown,0020301766,304,Collier Books,1994-04-02,7.75
1607,Pug in a Truck,Nancy Coffelt,fiction,0544323572,32,HMH Books for Young Readers,2015-01-06,11.5
